,Thinklet Id,Problem Name,AnnotationCreatorID,ThinkletCreatorID,Timestamp,Annotation Text,Tokens,UsesStarter,TokensLen,NoStops,NoStopsLen,TagsNoStops,Tags,TagsCountsNS,TagsCounts,JJ,NN,",",NNS,RB,PRP,.,VBP,VBN,PRP$,IN,DT,VBD,NNP,UH,POS,CD,VBG,VB,VBZ,MD,RBR,JJR,CC,:,(,),WRB,RP,JJ_NS,NN_NS,",_NS",NNS_NS,RB_NS,PRP_NS,._NS,VBP_NS,VBN_NS,PRP$_NS,IN_NS,DT_NS,VBD_NS,NNP_NS,UH_NS,POS_NS,CD_NS,VBG_NS,VB_NS,VBZ_NS,MD_NS,RBR_NS,JJR_NS,CC_NS,:_NS,(_NS,)_NS,WRB_NS,RP_NS,RBS,WP,JJS,RBS_NS,WP_NS,JJS_NS,PredScore
64,243704,Card Game Expressions,276651,249364,2/9/2022 21:34,you did good :(,"['you', 'did', 'good', ':', '(']",0,5,"['good', ':', '(']",3,"[('good', 'JJ'), (':', ':'), ('(', '(')]","[('you', 'PRP'), ('did', 'VBD'), ('good', 'JJ'), (':', ':'), ('(', '(')]","{'JJ_NS': 1, ':_NS': 1, '(_NS': 1}","{'JJ': 1, ':': 1, '(': 1}",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1.4176716492754118
65,243860,Card Game Expressions,251359,251452,2/10/2022 18:40,I like the way you say the answer right not like wrong,"['I', 'like', 'the', 'way', 'you', 'say', 'the', 'answer', 'right', 'not', 'like', 'wrong']",0,12,"['I', 'like', 'way', 'say', 'answer', 'right', 'like', 'wrong']",8,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('say', 'VBP'), ('answer', 'RB'), ('right', 'JJ'), ('like', 'IN'), ('wrong', 'JJ')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('say', 'VBP'), ('the', 'DT'), ('answer', 'NN'), ('right', 'RB'), ('not', 'RB'), ('like', 'IN'), ('wrong', 'JJ')]","{'PRP_NS': 1, 'VBP_NS': 2, 'NN_NS': 1, 'RB_NS': 1, 'JJ_NS': 2, 'IN_NS': 1}","{'PRP': 1, 'VBP': 2, 'NN': 1, 'RB': 1, 'JJ': 2, 'IN': 1}",2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.082377226567396
66,243886,Card Game Expressions,251329,251353,2/10/2022 18:42,I like the way you showed ur work ,"['I', 'like', 'the', 'way', 'you', 'showed', 'ur', 'work']",0,8,"['I', 'like', 'way', 'showed', 'ur', 'work']",6,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('showed', 'VBD'), ('ur', 'JJ'), ('work', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('showed', 'VBD'), ('ur', 'JJ'), ('work', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 2, 'VBD_NS': 1, 'JJ_NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 2, 'VBD': 1, 'JJ': 1}",1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.4918159428487356
67,243869,Card Game Expressions,251341,278632,2/10/2022 18:42,It looks so good and  you got the answer write good job.,"['It', 'looks', 'so', 'good', 'and', 'you', 'got', 'the', 'answer', 'write', 'good', 'job', '.']",0,13,"['It', 'looks', 'good', 'got', 'answer', 'write', 'good', 'job', '.']",9,"[('It', 'PRP'), ('looks', 'VBZ'), ('good', 'JJ'), ('got', 'VBD'), ('answer', 'RB'), ('write', 'RB'), ('good', 'JJ'), ('job', 'NN'), ('.', '.')]","[('It', 'PRP'), ('looks', 'VBZ'), ('so', 'RB'), ('good', 'JJ'), ('and', 'CC'), ('you', 'PRP'), ('got', 'VBD'), ('the', 'DT'), ('answer', 'NN'), ('write', 'RB'), ('good', 'JJ'), ('job', 'NN'), ('.', '.')]","{'PRP_NS': 1, 'VBZ_NS': 1, 'JJ_NS': 2, 'VBD_NS': 1, 'RB_NS': 2, 'NN_NS': 1, '._NS': 1}","{'PRP': 1, 'VBZ': 1, 'JJ': 2, 'VBD': 1, 'RB': 2, 'NN': 1, '.': 1}",2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.9126477474077546
68,243880,Card Game Expressions,251329,251338,2/10/2022 18:44,I like the way you explained ur work ,"['I', 'like', 'the', 'way', 'you', 'explained', 'ur', 'work']",0,8,"['I', 'like', 'way', 'explained', 'ur', 'work']",6,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('explained', 'VBD'), ('ur', 'JJ'), ('work', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('explained', 'VBD'), ('ur', 'JJ'), ('work', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 2, 'VBD_NS': 1, 'JJ_NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 2, 'VBD': 1, 'JJ': 1}",1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.4918159428487356
69,243952,Card Game Expressions,251612,276654,2/10/2022 20:31,Next time maybe you can be a little more organized.,"['Next', 'time', 'maybe', 'you', 'can', 'be', 'a', 'little', 'more', 'organized', '.']",0,11,"['Next', 'time', 'maybe', 'little', 'organized', '.']",6,"[('Next', 'JJ'), ('time', 'NN'), ('maybe', 'RB'), ('little', 'JJ'), ('organized', 'VBN'), ('.', '.')]","[('Next', 'JJ'), ('time', 'NN'), ('maybe', 'RB'), ('you', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('a', 'DT'), ('little', 'JJ'), ('more', 'JJR'), ('organized', 'VBN'), ('.', '.')]","{'JJ_NS': 2, 'NN_NS': 1, 'RB_NS': 1, 'VBN_NS': 1, '._NS': 1}","{'JJ': 2, 'NN': 1, 'RB': 1, 'VBN': 1, '.': 1}",2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.700195924680368
70,244008,Card Game Expressions,251158,251608,2/10/2022 22:06,I like how you explained your work and how you crossed off the right numbers. I  like how you talked about your work but I would say that you used 5 two times but you can't do that but overall good job.,"['I', 'like', 'how', 'you', 'explained', 'your', 'work', 'and', 'how', 'you', 'crossed', 'off', 'the', 'right', 'numbers', '.', 'I', 'like', 'how', 'you', 'talked', 'about', 'your', 'work', 'but', 'I', 'would', 'say', 'that', 'you', 'used', '5', 'two', 'times', 'but', 'you', 'ca', ""n't"", 'do', 'that', 'but', 'overall', 'good', 'job', '.']",0,45,"['I', 'like', 'explained', 'work', 'crossed', 'right', 'numbers', '.', 'I', 'like', 'talked', 'work', 'I', 'would', 'say', 'used', '5', 'two', 'times', 'ca', ""n't"", 'overall', 'good', 'job', '.']",25,"[('I', 'PRP'), ('like', 'VBP'), ('explained', 'JJ'), ('work', 'NN'), ('crossed', 'VBD'), ('right', 'JJ'), ('numbers', 'NNS'), ('.', '.'), ('I', 'PRP'), ('like', 'VBP'), ('talked', 'JJ'), ('work', 'NN'), ('I', 'PRP'), ('would', 'MD'), ('say', 'VB'), ('used', 'VBN'), ('5', 'CD'), ('two', 'CD'), ('times', 'NNS'), ('ca', 'MD'), (""n't"", 'RB'), ('overall', 'VB'), ('good', 'JJ'), ('job', 'NN'), ('.', '.')]","[('I', 'PRP'), ('like', 'VBP'), ('how', 'WRB'), ('you', 'PRP'), ('explained', 'VBD'), ('your', 'PRP$'), ('work', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('you', 'PRP'), ('crossed', 'VBD'), ('off', 'RP'), ('the', 'DT'), ('right', 'JJ'), ('numbers', 'NNS'), ('.', '.'), ('I', 'PRP'), ('like', 'IN'), ('how', 'WRB'), ('you', 'PRP'), ('talked', 'VBD'), ('about', 'IN'), ('your', 'PRP$'), ('work', 'NN'), ('but', 'CC'), ('I', 'PRP'), ('would', 'MD'), ('say', 'VB'), ('that', 'IN'), ('you', 'PRP'), ('used', 'VBD'), ('5', 'CD'), ('two', 'CD'), ('times', 'NNS'), ('but', 'CC'), ('you', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('do', 'VB'), ('that', 'DT'), ('but', 'CC'), ('overall', 'JJ'), ('good', 'JJ'), ('job', 'NN'), ('.', '.')]","{'PRP_NS': 3, 'VBP_NS': 2, 'JJ_NS': 4, 'NN_NS': 3, 'VBD_NS': 1, 'NNS_NS': 2, '._NS': 2, 'MD_NS': 2, 'VB_NS': 2, 'VBN_NS': 1, 'CD_NS': 2, 'RB_NS': 1}","{'PRP': 3, 'VBP': 2, 'JJ': 4, 'NN': 3, 'VBD': 1, 'NNS': 2, '.': 2, 'MD': 2, 'VB': 2, 'VBN': 1, 'CD': 2, 'RB': 1}",4.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.587484133399347
71,243714,Card Game Expressions,273223,272002,2/11/2022 17:57,My strategy is like yours because I did the same thing to find the answer.,"['My', 'strategy', 'is', 'like', 'yours', 'because', 'I', 'did', 'the', 'same', 'thing', 'to', 'find', 'the', 'answer', '.']",0,16,"['My', 'strategy', 'like', 'I', 'thing', 'find', 'answer', '.']",8,"[('My', 'PRP$'), ('strategy', 'NN'), ('like', 'IN'), ('I', 'PRP'), ('thing', 'NN'), ('find', 'VB'), ('answer', 'NN'), ('.', '.')]","[('My', 'PRP$'), ('strategy', 'NN'), ('is', 'VBZ'), ('like', 'IN'), ('yours', 'NNS'), ('because', 'IN'), ('I', 'PRP'), ('did', 'VBD'), ('the', 'DT'), ('same', 'JJ'), ('thing', 'NN'), ('to', 'TO'), ('find', 'VB'), ('the', 'DT'), ('answer', 'NN'), ('.', '.')]","{'PRP$_NS': 1, 'NN_NS': 3, 'IN_NS': 1, 'PRP_NS': 1, 'VB_NS': 1, '._NS': 1}","{'PRP$': 1, 'NN': 3, 'IN': 1, 'PRP': 1, 'VB': 1, '.': 1}",0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7614061785361144
72,243729,Card Game Expressions,271589,249396,2/11/2022 17:57,I hadn't thought of this idea you did this pretty quick that is nice.,"['I', 'had', ""n't"", 'thought', 'of', 'this', 'idea', 'you', 'did', 'this', 'pretty', 'quick', 'that', 'is', 'nice', '.']",0,16,"['I', ""n't"", 'thought', 'idea', 'pretty', 'quick', 'nice', '.']",8,"[('I', 'PRP'), (""n't"", 'RB'), ('thought', 'VBD'), ('idea', 'NN'), ('pretty', 'RB'), ('quick', 'JJ'), ('nice', 'NN'), ('.', '.')]","[('I', 'PRP'), ('had', 'VBD'), (""n't"", 'RB'), ('thought', 'VBN'), ('of', 'IN'), ('this', 'DT'), ('idea', 'NN'), ('you', 'PRP'), ('did', 'VBD'), ('this', 'DT'), ('pretty', 'NN'), ('quick', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('nice', 'JJ'), ('.', '.')]","{'PRP_NS': 1, 'RB_NS': 2, 'VBD_NS': 1, 'NN_NS': 2, 'JJ_NS': 1, '._NS': 1}","{'PRP': 1, 'RB': 2, 'VBD': 1, 'NN': 2, 'JJ': 1, '.': 1}",1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.8473124712506466
73,243719,Card Game Expressions,268825,251167,2/11/2022 17:57,I like the way you think because I agree with you.,"['I', 'like', 'the', 'way', 'you', 'think', 'because', 'I', 'agree', 'with', 'you', '.']",0,12,"['I', 'like', 'way', 'think', 'I', 'agree', '.']",7,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('think', 'VBP'), ('I', 'PRP'), ('agree', 'VBP'), ('.', '.')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('think', 'VBP'), ('because', 'IN'), ('I', 'PRP'), ('agree', 'VBP'), ('with', 'IN'), ('you', 'PRP'), ('.', '.')]","{'PRP_NS': 2, 'VBP_NS': 3, 'NN_NS': 1, '._NS': 1}","{'PRP': 2, 'VBP': 3, 'NN': 1, '.': 1}",0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.6288872322087948
74,243708,Card Game Expressions,249396,251333,2/11/2022 17:58,you did the problem right nice work,"['you', 'did', 'the', 'problem', 'right', 'nice', 'work']",0,7,"['problem', 'right', 'nice', 'work']",4,"[('problem', 'NN'), ('right', 'NN'), ('nice', 'NN'), ('work', 'NN')]","[('you', 'PRP'), ('did', 'VBD'), ('the', 'DT'), ('problem', 'NN'), ('right', 'NN'), ('nice', 'NN'), ('work', 'NN')]",{'NN_NS': 4},{'NN': 4},0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.187934746441413
75,243709,Card Game Expressions,268824,249371,2/11/2022 17:58,I like the way you highlighted things. It helped me understand where you were.,"['I', 'like', 'the', 'way', 'you', 'highlighted', 'things', '.', 'It', 'helped', 'me', 'understand', 'where', 'you', 'were', '.']",0,16,"['I', 'like', 'way', 'highlighted', 'things', '.', 'It', 'helped', 'understand', '.']",10,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('highlighted', 'VBN'), ('things', 'NNS'), ('.', '.'), ('It', 'PRP'), ('helped', 'VBD'), ('understand', 'VB'), ('.', '.')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('highlighted', 'VBD'), ('things', 'NNS'), ('.', '.'), ('It', 'PRP'), ('helped', 'VBD'), ('me', 'PRP'), ('understand', 'VB'), ('where', 'WRB'), ('you', 'PRP'), ('were', 'VBD'), ('.', '.')]","{'PRP_NS': 2, 'VBP_NS': 1, 'NN_NS': 1, 'VBN_NS': 1, 'NNS_NS': 1, '._NS': 2, 'VBD_NS': 1, 'VB_NS': 1}","{'PRP': 2, 'VBP': 1, 'NN': 1, 'VBN': 1, 'NNS': 1, '.': 2, 'VBD': 1, 'VB': 1}",0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.959388321793836
76,243720,Card Game Expressions,251485,268825,2/11/2022 17:59,I like the way you showed the addition problem and how to solved it,"['I', 'like', 'the', 'way', 'you', 'showed', 'the', 'addition', 'problem', 'and', 'how', 'to', 'solved', 'it']",0,14,"['I', 'like', 'way', 'showed', 'addition', 'problem', 'solved']",7,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('showed', 'VBD'), ('addition', 'NN'), ('problem', 'NN'), ('solved', 'VBD')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('showed', 'VBD'), ('the', 'DT'), ('addition', 'NN'), ('problem', 'NN'), ('and', 'CC'), ('how', 'WRB'), ('to', 'TO'), ('solved', 'VB'), ('it', 'PRP')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 3, 'VBD_NS': 2}","{'PRP': 1, 'VBP': 1, 'NN': 3, 'VBD': 2}",0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7011581640672457
77,243714,Card Game Expressions,268825,272002,2/11/2022 17:59,I respectfully disagree with you because you didn't get it right,"['I', 'respectfully', 'disagree', 'with', 'you', 'because', 'you', 'did', ""n't"", 'get', 'it', 'right']",0,12,"['I', 'respectfully', 'disagree', ""n't"", 'get', 'right']",6,"[('I', 'PRP'), ('respectfully', 'RB'), ('disagree', 'VBP'), (""n't"", 'RB'), ('get', 'VB'), ('right', 'JJ')]","[('I', 'PRP'), ('respectfully', 'RB'), ('disagree', 'VBP'), ('with', 'IN'), ('you', 'PRP'), ('because', 'IN'), ('you', 'PRP'), ('did', 'VBD'), (""n't"", 'RB'), ('get', 'VB'), ('it', 'PRP'), ('right', 'RB')]","{'PRP_NS': 1, 'RB_NS': 2, 'VBP_NS': 1, 'VB_NS': 1, 'JJ_NS': 1}","{'PRP': 1, 'RB': 2, 'VBP': 1, 'VB': 1, 'JJ': 1}",1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.7111649900709063
78,243722,Card Game Expressions,271589,273223,2/11/2022 17:59,I like the way you got your answer for gabriela,"['I', 'like', 'the', 'way', 'you', 'got', 'your', 'answer', 'for', 'gabriela']",0,10,"['I', 'like', 'way', 'got', 'answer', 'gabriela']",6,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('got', 'VBD'), ('answer', 'JJR'), ('gabriela', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('got', 'VBD'), ('your', 'PRP$'), ('answer', 'NN'), ('for', 'IN'), ('gabriela', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 2, 'VBD_NS': 1, 'JJR_NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 2, 'VBD': 1, 'JJR': 1}",0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.5632832974528612
79,243725,Card Game Expressions,251333,251350,2/11/2022 18:00,I like the way you explained which cards you used and what they equaled.,"['I', 'like', 'the', 'way', 'you', 'explained', 'which', 'cards', 'you', 'used', 'and', 'what', 'they', 'equaled', '.']",0,15,"['I', 'like', 'way', 'explained', 'cards', 'used', 'equaled', '.']",8,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('explained', 'VBD'), ('cards', 'NNS'), ('used', 'VBN'), ('equaled', 'VBN'), ('.', '.')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('explained', 'VBD'), ('which', 'WDT'), ('cards', 'NNS'), ('you', 'PRP'), ('used', 'VBN'), ('and', 'CC'), ('what', 'WP'), ('they', 'PRP'), ('equaled', 'VBD'), ('.', '.')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 1, 'VBD_NS': 1, 'NNS_NS': 1, 'VBN_NS': 2, '._NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 1, 'VBD': 1, 'NNS': 1, 'VBN': 2, '.': 1}",0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.138754515458201
80,243726,Card Game Expressions,273223,251149,2/11/2022 18:00,I like the way you did,"['I', 'like', 'the', 'way', 'you', 'did']",0,6,"['I', 'like', 'way']",3,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('did', 'VBD')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.306551746158611
81,243720,Card Game Expressions,268825,268825,2/11/2022 18:00,"I like the way you think 
","['I', 'like', 'the', 'way', 'you', 'think']",0,6,"['I', 'like', 'way', 'think']",4,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('think', 'VBP')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('think', 'VBP')]","{'PRP_NS': 1, 'VBP_NS': 2, 'NN_NS': 1}","{'PRP': 1, 'VBP': 2, 'NN': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.3521474353249041
